contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPXW250411C05785000,2025-04-11 11:05:11+00:00,5785.0,0.2,0.0,0.0,-0.14999999,-42.85714,9.0,179,0.2500075,False,REGULAR,USD
SPXW250411C05790000,2025-04-11 03:50:15+00:00,5790.0,0.25,0.0,0.0,-0.099999994,-28.571426,8.0,389,0.2500075,False,REGULAR,USD
SPXW250411C05795000,2025-04-11 10:51:03+00:00,5795.0,0.35,0.1,0.25,0.0,0.0,2.0,244,0.6630893066406252,False,REGULAR,USD
SPXW250411C05800000,2025-04-11 11:53:06+00:00,5800.0,0.25,0.0,0.0,0.0,0.0,7.0,3532,0.2500075,False,REGULAR,USD
SPXW250411C05805000,2025-04-10 20:01:17+00:00,5805.0,0.35,0.0,0.0,0.0,0.0,26.0,282,0.2500075,False,REGULAR,USD
SPXW250411C05810000,2025-04-11 11:58:07+00:00,5810.0,0.2,0.0,0.0,-0.14999999,-42.85714,3.0,498,0.2500075,False,REGULAR,USD
SPXW250411C05815000,2025-04-11 10:46:00+00:00,5815.0,0.1,0.0,0.0,-0.25,-71.42857,5.0,221,0.2500075,False,REGULAR,USD
SPXW250411C05820000,2025-04-10 20:01:19+00:00,5820.0,0.3,0.0,0.0,0.0,0.0,21.0,251,0.2500075,False,REGULAR,USD
SPXW250411C05825000,2025-04-11 10:01:13+00:00,5825.0,0.3,0.0,0.0,0.0,0.0,3.0,1177,0.2500075,False,REGULAR,USD
SPXW250411C05830000,2025-04-10 20:07:58+00:00,5830.0,0.2,0.05,0.2,0.0,0.0,430.0,614,0.6787141503906251,False,REGULAR,USD
SPXW250411C05840000,2025-04-11 11:21:26+00:00,5840.0,0.2,0.0,0.0,-0.10000001,-33.333336,4.0,704,0.2500075,False,REGULAR,USD
SPXW250411C05850000,2025-04-11 11:07:20+00:00,5850.0,0.2,0.0,0.0,0.030000001,17.647058,1.0,1254,0.2500075,False,REGULAR,USD
SPXW250411C05860000,2025-04-10 20:01:19+00:00,5860.0,0.3,0.0,0.0,0.0,0.0,277.0,950,0.500005,False,REGULAR,USD
SPXW250411C05870000,2025-04-10 20:01:19+00:00,5870.0,0.25,0.0,0.0,-0.050000012,-16.66667,50.0,1090,0.500005,False,REGULAR,USD
SPXW250411C05875000,2025-04-11 01:22:29+00:00,5875.0,0.1,0.0,0.0,-0.15,-60.000004,1.0,3275,0.500005,False,REGULAR,USD
SPXW250411C05880000,2025-04-10 20:01:17+00:00,5880.0,0.25,0.0,0.0,0.0,0.0,43.0,617,0.500005,False,REGULAR,USD
SPXW250411C05890000,2025-04-10 20:07:59+00:00,5890.0,0.12,0.0,0.0,0.0,0.0,82.0,563,0.500005,False,REGULAR,USD
SPXW250411C05900000,2025-04-10 20:14:37+00:00,5900.0,0.15,0.0,0.0,0.0,0.0,385.0,2629,0.500005,False,REGULAR,USD
SPXW250411C05910000,2025-04-10 20:08:52+00:00,5910.0,0.1,0.0,0.0,0.0,0.0,301.0,577,0.500005,False,REGULAR,USD
SPXW250411C05920000,2025-04-11 08:56:09+00:00,5920.0,0.2,0.0,0.0,0.1,100.0,5.0,220,0.500005,False,REGULAR,USD
SPXW250411C05925000,2025-04-10 14:30:04+00:00,5925.0,0.3,0.0,0.0,0.0,0.0,138.0,1047,0.500005,False,REGULAR,USD
SPXW250411C05930000,2025-04-11 07:17:34+00:00,5930.0,0.1,0.0,0.0,0.05,100.0,2.0,641,0.500005,False,REGULAR,USD
SPXW250411C05940000,2025-04-10 20:01:17+00:00,5940.0,0.25,0.0,0.0,0.0,0.0,6.0,257,0.500005,False,REGULAR,USD
SPXW250411C05950000,2025-04-11 08:37:28+00:00,5950.0,0.05,0.0,0.0,-0.2,-80.0,5.0,1388,0.500005,False,REGULAR,USD
SPXW250411C05960000,2025-04-10 19:53:29+00:00,5960.0,0.1,0.0,0.0,0.0,0.0,18.0,298,0.500005,False,REGULAR,USD
SPXW250411C05970000,2025-04-11 11:56:54+00:00,5970.0,0.05,0.0,0.0,-0.15,-75.0,4.0,330,0.500005,False,REGULAR,USD
SPXW250411C05975000,2025-04-11 11:07:07+00:00,5975.0,0.05,0.0,0.0,-0.05,-50.0,17.0,400,0.500005,False,REGULAR,USD
SPXW250411C05980000,2025-04-11 10:42:53+00:00,5980.0,0.05,0.0,0.0,-0.15,-75.0,42.0,592,0.500005,False,REGULAR,USD
SPXW250411C05990000,2025-04-11 10:37:13+00:00,5990.0,0.05,0.0,0.0,0.0,0.0,45.0,217,0.500005,False,REGULAR,USD
SPXW250411C06000000,2025-04-11 11:29:52+00:00,6000.0,0.05,0.0,0.0,0.0,0.0,7.0,2125,0.500005,False,REGULAR,USD
SPXW250411C06010000,2025-04-10 20:14:53+00:00,6010.0,0.07,0.0,0.0,0.0,0.0,29.0,275,0.500005,False,REGULAR,USD
SPXW250411C06020000,2025-04-10 20:14:53+00:00,6020.0,0.08,0.0,0.0,0.0,0.0,18.0,244,0.500005,False,REGULAR,USD
SPXW250411C06025000,2025-04-10 20:13:17+00:00,6025.0,0.05,0.0,0.0,0.0,0.0,27.0,379,0.500005,False,REGULAR,USD
SPXW250411C06030000,2025-04-10 20:14:23+00:00,6030.0,0.08,0.0,0.0,0.0,0.0,116.0,678,0.500005,False,REGULAR,USD
SPXW250411C06040000,2025-04-10 15:41:20+00:00,6040.0,0.16,0.0,0.0,0.0,0.0,1.0,240,0.500005,False,REGULAR,USD
SPXW250411C06050000,2025-04-10 20:07:29+00:00,6050.0,0.05,0.0,0.0,0.0,0.0,239.0,1326,0.500005,False,REGULAR,USD
SPXW250411C06060000,2025-04-10 14:15:42+00:00,6060.0,0.15,0.0,0.0,0.0,0.0,1.0,194,0.500005,False,REGULAR,USD
SPXW250411C06070000,2025-04-10 19:24:48+00:00,6070.0,0.05,0.0,0.0,0.0,0.0,2.0,572,0.500005,False,REGULAR,USD
SPXW250411C06075000,2025-04-10 18:06:25+00:00,6075.0,0.22,0.0,0.0,0.0,0.0,1.0,50,0.500005,False,REGULAR,USD
SPXW250411C06080000,2025-04-10 19:06:15+00:00,6080.0,0.05,0.0,0.0,0.0,0.0,17.0,96,0.500005,False,REGULAR,USD
SPXW250411C06090000,2025-04-10 15:55:03+00:00,6090.0,0.15,0.0,0.0,0.0,0.0,1.0,226,0.500005,False,REGULAR,USD
SPXW250411C06100000,2025-04-11 09:20:48+00:00,6100.0,0.05,0.0,0.0,0.0,0.0,1.0,4518,0.500005,False,REGULAR,USD
SPXW250411C06120000,2025-04-10 19:05:16+00:00,6120.0,0.05,0.0,0.0,0.0,0.0,8.0,325,0.500005,False,REGULAR,USD
SPXW250411C06130000,2025-04-10 17:42:40+00:00,6130.0,0.1,0.0,0.0,0.0,0.0,8.0,163,0.500005,False,REGULAR,USD
SPXW250411C06140000,2025-04-10 18:29:37+00:00,6140.0,0.3,0.0,0.0,0.0,0.0,1.0,40,0.500005,False,REGULAR,USD
SPXW250411C06150000,2025-04-10 18:04:44+00:00,6150.0,0.15,0.0,0.0,0.0,0.0,19.0,745,0.500005,False,REGULAR,USD
SPXW250411C06160000,2025-04-10 18:06:42+00:00,6160.0,0.15,0.0,0.0,0.0,0.0,5.0,424,0.500005,False,REGULAR,USD
SPXW250411C06170000,2025-04-10 17:49:13+00:00,6170.0,0.1,0.0,0.0,0.0,0.0,4.0,76,0.500005,False,REGULAR,USD
SPXW250411C06175000,2025-04-10 18:05:08+00:00,6175.0,0.2,0.0,0.0,0.0,0.0,73.0,660,0.500005,False,REGULAR,USD
SPXW250411C06180000,2025-04-10 17:46:31+00:00,6180.0,0.1,0.0,0.0,0.0,0.0,1.0,47,0.500005,False,REGULAR,USD
SPXW250411C06190000,2025-04-09 17:33:42+00:00,6190.0,0.35,0.0,0.0,0.0,0.0,4.0,164,0.500005,False,REGULAR,USD
SPXW250411C06200000,2025-04-10 15:31:21+00:00,6200.0,0.05,0.0,0.0,0.0,0.0,1.0,428,0.500005,False,REGULAR,USD
SPXW250411C06210000,2025-04-10 14:28:34+00:00,6210.0,0.15,0.0,0.0,0.0,0.0,1.0,250,0.500005,False,REGULAR,USD
SPXW250411C06220000,2025-04-10 13:37:02+00:00,6220.0,0.1,0.0,0.0,0.0,0.0,1.0,96,0.500005,False,REGULAR,USD
SPXW250411C06225000,2025-04-10 17:21:20+00:00,6225.0,0.05,0.0,0.0,0.0,0.0,3.0,95,0.500005,False,REGULAR,USD
SPXW250411C06230000,2025-04-10 15:32:55+00:00,6230.0,0.05,0.0,0.0,0.0,0.0,1.0,644,0.500005,False,REGULAR,USD
SPXW250411C06240000,2025-04-10 15:33:08+00:00,6240.0,0.05,0.0,0.0,0.0,0.0,1.0,111,0.500005,False,REGULAR,USD
SPXW250411C06250000,2025-04-10 19:30:51+00:00,6250.0,0.05,0.0,0.0,0.0,0.0,11.0,875,0.500005,False,REGULAR,USD
SPXW250411C06260000,2025-04-10 16:05:13+00:00,6260.0,0.05,0.0,0.0,0.0,0.0,1.0,171,0.500005,False,REGULAR,USD
SPXW250411C06270000,2025-04-10 15:33:35+00:00,6270.0,0.05,0.0,0.0,0.0,0.0,1.0,88,0.500005,False,REGULAR,USD
SPXW250411C06275000,2025-04-10 17:55:21+00:00,6275.0,0.05,0.0,0.0,0.0,0.0,13.0,97,0.500005,False,REGULAR,USD
SPXW250411C06280000,2025-04-10 18:00:32+00:00,6280.0,0.05,0.0,0.0,0.0,0.0,14.0,41,0.500005,False,REGULAR,USD
SPXW250411C06290000,2025-04-10 15:34:05+00:00,6290.0,0.05,0.0,0.0,0.0,0.0,1.0,148,0.500005,False,REGULAR,USD
SPXW250411C06300000,2025-04-10 19:48:44+00:00,6300.0,0.05,0.0,0.0,0.0,0.0,7.0,624,0.500005,False,REGULAR,USD
SPXW250411C06310000,2025-04-10 19:00:10+00:00,6310.0,0.03,0.0,0.0,0.0,0.0,18.0,109,0.500005,False,REGULAR,USD
SPXW250411C06320000,2025-04-10 16:41:42+00:00,6320.0,0.05,0.0,0.0,0.0,0.0,1.0,765,0.500005,False,REGULAR,USD
SPXW250411C06325000,2025-04-10 17:45:07+00:00,6325.0,0.05,0.0,0.0,0.0,0.0,1.0,84,0.500005,False,REGULAR,USD
SPXW250411C06330000,2025-04-10 17:07:49+00:00,6330.0,0.05,0.0,0.0,0.0,0.0,37.0,202,0.500005,False,REGULAR,USD
SPXW250411C06340000,2025-04-10 17:06:48+00:00,6340.0,0.05,0.0,0.0,0.0,0.0,1.0,117,0.500005,False,REGULAR,USD
SPXW250411C06350000,2025-04-10 19:59:08+00:00,6350.0,0.05,0.0,0.0,0.0,0.0,15.0,335,0.500005,False,REGULAR,USD
SPXW250411C06375000,2025-04-10 17:50:12+00:00,6375.0,0.05,0.0,0.0,0.0,0.0,38.0,226,0.500005,False,REGULAR,USD
SPXW250411C06400000,2025-04-10 18:37:24+00:00,6400.0,0.05,0.0,0.0,0.0,0.0,44.0,172,0.500005,False,REGULAR,USD
SPXW250411C06425000,2025-04-10 17:48:07+00:00,6425.0,0.05,0.0,0.0,0.0,0.0,1.0,142,0.500005,False,REGULAR,USD
SPXW250411C06450000,2025-04-09 17:21:22+00:00,6450.0,0.04,0.0,0.0,0.0,0.0,3.0,174,0.500005,False,REGULAR,USD
SPXW250411C06475000,2025-04-09 20:14:14+00:00,6475.0,0.05,0.0,0.0,0.0,0.0,5.0,104,0.500005,False,REGULAR,USD
SPXW250411C06500000,2025-04-10 20:01:22+00:00,6500.0,0.05,0.0,0.0,0.0,0.0,60.0,104,0.500005,False,REGULAR,USD
SPXW250411C06550000,2025-04-09 19:56:16+00:00,6550.0,0.05,0.0,0.0,0.0,0.0,4.0,30,0.500005,False,REGULAR,USD
SPXW250411C06600000,2025-04-07 19:22:53+00:00,6600.0,0.15,0.0,0.0,0.0,0.0,1.0,40,0.500005,False,REGULAR,USD
SPXW250411C06650000,2025-04-04 19:48:58+00:00,6650.0,0.05,0.0,0.0,0.0,0.0,10.0,114,0.500005,False,REGULAR,USD
SPXW250411C06700000,2025-04-10 14:34:43+00:00,6700.0,0.05,0.0,0.0,0.0,0.0,44.0,69,0.500005,False,REGULAR,USD
SPXW250411C06800000,2025-04-10 14:37:47+00:00,6800.0,0.05,0.0,0.0,0.0,0.0,47.0,1097,0.500005,False,REGULAR,USD
SPXW250411C07000000,2025-04-09 13:32:21+00:00,7000.0,0.05,0.0,0.0,0.0,0.0,4.0,21,0.500005,False,REGULAR,USD
SPXW250411C07200000,2025-04-03 16:02:06+00:00,7200.0,0.05,0.0,0.0,0.0,0.0,,1,0.500005,False,REGULAR,USD
